Experiment,Depth,Fragment,Species,Date_no,Date,AVG,R,G,B,AVG.s,R.s,G.s,B.s,AVG.c,R.c,G.c,B.c,Survival,Cause,Comments
Depth gradient,7,8,Pocilopora verrucosa,3,01/04/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,4,08/04/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,5,15/04/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,6,22/04/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,7,29/04/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,8,06/05/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,9,13/05/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,10,03/06/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,11,17/06/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,7,8,Pocilopora verrucosa,12,15/07/2020,,,,,,,,,,,,,0,Missing,
Depth gradient,8,1,Pocilopora verrucosa,1,18/03/2020,36.122,38.445,54.326,15.601,215.108,168.275,240.803,236.327,42.82086208,58.25865399,57.52889291,16.83368807,100,,
Depth gradient,8,1,Pocilopora verrucosa,2,25/03/2020,40.618,35.101,61.719,25.051,147.204,98.613,177.083,165.644,70.36215049,90.76648109,88.8755273,38.56466277,100,,
Depth gradient,8,1,Pocilopora verrucosa,3,01/04/2020,41.228,31.444,64.351,27.947,132.06,81.761,164.498,149.803,79.60881418,98.06900601,99.75504261,47.57237839,100,,
Depth gradient,8,1,Pocilopora verrucosa,4,08/04/2020,72.136,63.204,98.058,55.164,148.056,103.16,176.001,165.014,124.2413681,156.2332299,142.0718632,85.24622153,100,,
Depth gradient,8,1,Pocilopora verrucosa,5,15/04/2020,79.696,53.805,110.498,74.807,123.207,76.627,155.943,137.124,164.9458229,179.052749,180.6877513,139.1133937,100,,
Depth gradient,8,1,Pocilopora verrucosa,6,22/04/2020,94.348,58.338,123.929,100.727,102.922,56.885,129.968,121.888,233.7570199,261.5134042,243.1513526,210.7293991,100,,
Depth gradient,8,1,Pocilopora verrucosa,7,29/04/2020,90.712,62.755,125.665,83.689,100.226,63.729,134.969,101.815,230.7940055,251.1027162,237.4217413,209.6026617,100,,
Depth gradient,8,1,Pocilopora verrucosa,8,06/05/2020,93.905,56.218,121.644,103.916,118.129,67.745,143.676,142.718,202.7086913,211.6110414,215.8970183,185.6709035,100,,
Depth gradient,8,1,Pocilopora verrucosa,9,13/05/2020,85.817,53.163,119.392,84.878,106.329,62.965,139.405,116.628,205.8077759,215.3031843,218.3921667,185.5805638,100,,
Depth gradient,8,1,Pocilopora verrucosa,10,03/06/2020,84.673,42.966,112.753,98.28,125.377,66.222,152.5,157.602,172.213524,165.4484914,188.5378033,159.0170176,100,,
Depth gradient,8,1,Pocilopora verrucosa,11,17/06/2020,55.547,13.652,74.094,78.893,87.664,24.207,104.117,134.821,161.5769871,143.8121205,181.4686362,149.2179631,100,,
Depth gradient,8,1,Pocilopora verrucosa,12,15/07/2020,51.32,18.742,71.826,63.415,141.022,51.006,164.316,207.825,92.79828679,93.69897659,111.465895,77.80981595,90,,
Depth gradient,8,2,Pocilopora verrucosa,1,18/03/2020,45.224,43.815,68.042,23.848,191.634,140.752,220.492,213.55,60.17783901,79.37951148,78.69088221,28.47689066,100,,
Depth gradient,8,2,Pocilopora verrucosa,2,25/03/2020,23.631,20.052,41.445,9.365,112.219,69.324,140.493,126.968,53.69772498,73.75887139,75.22421046,18.8084793,100,,
Depth gradient,8,2,Pocilopora verrucosa,3,01/04/2020,64.598,47.985,93.237,52.642,130.808,82.002,162.685,147.679,125.9287658,149.2180069,146.1439899,90.8978934,80,,
Depth gradient,8,2,Pocilopora verrucosa,4,08/04/2020,76.462,56.581,104.619,68.228,94.905,57.47,121.383,106.194,205.4455508,251.0554202,219.782383,163.8335499,70,,
Depth gradient,8,2,Pocilopora verrucosa,5,15/04/2020,70.327,42.069,100.024,68.95,100.277,58.27,131.072,111.54,178.8384674,184.1015102,194.5962524,157.6317913,70,,
Depth gradient,8,2,Pocilopora verrucosa,6,22/04/2020,71.166,42.122,97.895,73.501,114.788,67.219,141.623,135.554,158.094313,159.7927669,176.2653312,138.2678121,70,,
Depth gradient,8,2,Pocilopora verrucosa,7,29/04/2020,104.227,77.652,142.154,92.903,112.802,74.155,148.512,115.502,235.6153703,267.0252849,244.0831044,205.1069678,70,,
Depth gradient,8,2,Pocilopora verrucosa,8,06/05/2020,50.556,20.447,73.462,57.861,113.658,65.039,138.339,137.309,113.4260677,80.16705361,135.4123566,107.4551195,30,,
Depth gradient,8,2,Pocilopora verrucosa,9,13/05/2020,48.303,23.898,76.227,44.805,91.837,50.352,124.076,100.936,134.1209425,121.0277645,156.661119,113.1932611,10,,
Depth gradient,8,2,Pocilopora verrucosa,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,8,2,Pocilopora verrucosa,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,8,2,Pocilopora verrucosa,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,8,3,Pocilopora verrucosa,1,18/03/2020,46.926,45.409,68.278,27.109,198.398,148.268,225.906,221.339,60.31376324,78.09706073,77.07139253,31.23170792,100,,
Depth gradient,8,3,Pocilopora verrucosa,2,25/03/2020,26.502,21.858,43.137,14.469,123.557,78.742,152.746,139.301,54.69548468,70.78547662,72.01455357,26.48649328,100,,
Depth gradient,8,3,Pocilopora verrucosa,3,01/04/2020,37.272,32.368,59.21,20.256,136.737,86.553,169.785,153.814,69.5083262,95.3616859,88.92746709,33.5813385,100,,
Depth gradient,8,3,Pocilopora verrucosa,4,08/04/2020,50.651,44.05,73.994,33.946,115.867,75.439,143.648,128.734,111.4726799,148.8984478,131.3521246,67.24121056,100,,
Depth gradient,8,3,Pocilopora verrucosa,5,15/04/2020,77.713,53.11,108.184,71.887,110.278,66.254,141.799,122.905,179.698716,204.4110544,194.5494679,149.1492209,100,,
Depth gradient,8,3,Pocilopora verrucosa,6,22/04/2020,93.949,60.552,123.513,97.786,117.263,67.865,144.813,139.136,204.3013994,227.5216975,217.4930082,179.2162345,100,,
Depth gradient,8,3,Pocilopora verrucosa,7,29/04/2020,89.441,63.145,124.999,80.161,104.628,68.529,139.631,105.543,217.9861509,234.9658539,228.2784267,193.6751371,100,,
Depth gradient,8,3,Pocilopora verrucosa,8,06/05/2020,80.41,44.88,107.229,89.105,113.871,64.915,139.33,137.25,180.0682351,176.2982362,196.2491567,165.5502732,100,,
Depth gradient,8,3,Pocilopora verrucosa,9,13/05/2020,79.628,47.33,111.486,80.084,106.226,63.654,139.076,115.895,191.1503775,189.6055236,204.4129109,176.2062211,100,,
Depth gradient,8,3,Pocilopora verrucosa,10,03/06/2020,83.641,43.683,111.671,95.558,110.403,53.436,136.36,141.604,193.1872775,208.458062,208.8303388,172.0805203,100,,
Depth gradient,8,3,Pocilopora verrucosa,11,17/06/2020,69.134,31.205,93.257,82.923,124.32,59.098,148.58,165.22,141.804778,134.6454195,160.0520595,127.9830832,100,,
Depth gradient,8,3,Pocilopora verrucosa,12,15/07/2020,38.746,6.586,59.06,50.609,138.474,39.805,166.84,208.85,71.3507951,42.19143324,90.26792136,61.79217141,100,,
Depth gradient,8,4,Pocilopora verrucosa,1,18/03/2020,44.783,43.937,65.755,24.675,186.606,134.996,215.64,209.08,61.1966657,82.99457021,77.7570256,30.09434188,100,,
Depth gradient,8,4,Pocilopora verrucosa,2,25/03/2020,34.33,30.068,55.254,17.659,142.79,95.729,172.607,159.9,61.3078647,80.09422432,81.62919233,28.16163227,100,,
Depth gradient,8,4,Pocilopora verrucosa,3,01/04/2020,33.318,25.621,53.647,20.701,134.004,83.643,167.336,151.093,63.40176413,78.11000323,81.75159559,34.93712482,100,,
Depth gradient,8,4,Pocilopora verrucosa,4,08/04/2020,59.535,47.375,83.654,47.656,113.081,72.842,140.984,125.7,134.2526596,165.8469702,151.3063184,96.67684964,100,,
Depth gradient,8,4,Pocilopora verrucosa,5,15/04/2020,76.376,49.694,106.27,73.208,108.584,64.529,139.012,122.446,179.362337,196.3763579,194.9389261,152.4593698,100,,
Depth gradient,8,4,Pocilopora verrucosa,6,22/04/2020,98.496,64.393,128.398,102.715,108.253,60.743,134.9,129.175,232.0164799,270.3227532,242.7093403,202.7662086,100,,
Depth gradient,8,4,Pocilopora verrucosa,7,29/04/2020,93.475,67.672,129.506,83.24,126.029,86.321,162.864,128.762,189.1320648,199.9091762,202.7705939,164.8483248,100,,
Depth gradient,8,4,Pocilopora verrucosa,8,06/05/2020,73.763,40.455,99.442,81.398,104.208,56.925,128.198,127.203,180.5002015,181.2213439,197.8011357,163.1761043,100,,
Depth gradient,8,4,Pocilopora verrucosa,9,13/05/2020,72.304,42.104,103.998,70.877,100.682,58.45,132.769,110.799,183.1262788,183.6872541,199.7415812,163.1209217,100,,
Depth gradient,8,4,Pocilopora verrucosa,10,03/06/2020,80.231,42.906,107.403,90.4,116.412,57.993,142.548,149.015,175.7456705,188.6612177,192.1301246,154.695836,90,,
Depth gradient,8,4,Pocilopora verrucosa,11,17/06/2020,70.865,34.04,94.506,84.064,120.479,57.55,142.994,160.892,149.9894172,150.8288445,168.5317566,133.2342192,80,,
Depth gradient,8,4,Pocilopora verrucosa,12,15/07/2020,50.01,24.275,71.06,54.722,153.846,64.075,177.893,219.827,82.89165789,96.60749122,101.8606691,63.47768927,90,,
Depth gradient,8,5,Pocilopora verrucosa,1,18/03/2020,47.955,43.039,68.673,32.153,189.098,137.55,217.564,212.335,64.6676591,79.78876772,80.48948815,38.61358231,100,,
Depth gradient,8,5,Pocilopora verrucosa,2,25/03/2020,24.795,25.089,41.861,7.415,144.205,97.594,174.215,160.881,43.84539371,65.55418366,61.27230721,11.75294162,100,,
Depth gradient,8,5,Pocilopora verrucosa,3,01/04/2020,25.266,24.225,41.595,9.967,135.379,85.952,168.297,151.943,47.59105917,71.87005538,63.02385069,16.72722666,100,,
Depth gradient,8,5,Pocilopora verrucosa,4,08/04/2020,57.713,59.073,80.491,33.625,119.922,78.348,147.158,134.324,122.7198929,192.2654694,139.4773305,63.83352938,100,,
Depth gradient,8,5,Pocilopora verrucosa,5,15/04/2020,56.143,46.054,82.194,40.25,133.265,84.857,165.984,149.115,107.4285446,138.3948289,126.2740385,68.83110351,100,,
Depth gradient,8,5,Pocilopora verrucosa,6,22/04/2020,78.999,59.459,105.075,72.508,123.788,73.594,151.394,146.352,162.7358468,206.0228415,176.9827404,126.3360938,100,,
Depth gradient,8,5,Pocilopora verrucosa,7,29/04/2020,82.307,66.491,117.217,63.204,107.859,70.98,143.224,109.191,194.5900203,238.8729924,208.6964126,147.6039234,100,,
Depth gradient,8,5,Pocilopora verrucosa,8,06/05/2020,70.056,44.941,94.96,70.286,111.398,62.306,136.386,135.438,160.364459,183.9301993,177.5460824,132.3330971,100,,
Depth gradient,8,5,Pocilopora verrucosa,9,13/05/2020,65.692,45.117,95.808,56.143,106.117,62.953,138.818,116.537,157.8584016,182.7527679,175.993315,122.8490951,100,,
Depth gradient,8,5,Pocilopora verrucosa,10,03/06/2020,78.598,58.278,106.892,70.645,135.136,71.582,162.36,171.312,148.3134768,207.6065212,167.8828529,105.1559435,100,,
Depth gradient,8,5,Pocilopora verrucosa,11,17/06/2020,50.677,34.698,71.819,45.542,176.446,108.739,202.05,218.53,73.23846956,81.36905802,90.64016333,53.14240608,100,,
Depth gradient,8,5,Pocilopora verrucosa,12,15/07/2020,28.166,0.131,45.502,38.849,131.08,12.467,169.416,211.491,54.79348489,2.679473811,68.48827738,46.8412131,100,,
Depth gradient,8,6,Pocilopora verrucosa,1,18/03/2020,39.519,39.734,61.142,17.703,178.336,125.613,207.397,202.124,56.50763166,80.66179456,75.17567757,22.33413647,100,,
Depth gradient,8,6,Pocilopora verrucosa,2,25/03/2020,28.078,27.1,46.649,10.481,130.756,85.768,160.288,146.346,54.75764018,80.57200821,74.21325988,18.26257636,100,,
Depth gradient,8,6,Pocilopora verrucosa,3,01/04/2020,48.316,41.139,75.322,28.534,126.986,77.819,159.678,143.555,97.02313641,134.805703,120.2865141,50.68559089,100,,
Depth gradient,8,6,Pocilopora verrucosa,4,08/04/2020,53.154,45.116,75.708,38.683,108.671,69.461,134.697,121.909,124.7275722,165.6264667,143.3256865,80.91416548,100,,
Depth gradient,8,6,Pocilopora verrucosa,5,15/04/2020,81.16,59.719,111.777,72.036,119.717,73.995,151.356,133.996,172.8726914,205.8023515,188.3185008,137.087525,100,,
Depth gradient,8,6,Pocilopora verrucosa,6,22/04/2020,86.404,59.292,113.884,86.02,136.801,85.773,164.541,160.171,161.0589104,176.272953,176.4935183,136.9480118,100,,
Depth gradient,8,6,Pocilopora verrucosa,7,29/04/2020,87.256,64.566,122.894,74.344,99.672,64.341,134.239,100.263,223.2350108,255.8917331,233.4490722,189.0799198,100,,
Depth gradient,8,6,Pocilopora verrucosa,8,06/05/2020,84.807,51.002,112.365,90.998,112.794,64.579,138.054,135.623,191.7281504,201.3891513,207.5497631,171.0955369,90,,
Depth gradient,8,6,Pocilopora verrucosa,9,13/05/2020,76.751,47.275,109.017,74.036,103.426,60.931,135.872,113.411,189.2319629,197.8487962,204.5994392,166.4669212,90,,
Depth gradient,8,6,Pocilopora verrucosa,10,03/06/2020,91.799,54.929,120.515,99.96,134.85,74.509,162.36,167.928,173.59099,187.9893033,189.2789172,151.7900529,90,,
Depth gradient,8,6,Pocilopora verrucosa,11,17/06/2020,72.585,38.181,97.008,82.56,127.57,62.614,150.454,169.53,145.0903426,155.4948574,164.4159677,124.1833304,90,,
Depth gradient,8,6,Pocilopora verrucosa,12,15/07/2020,47.91,22.397,68.569,52.796,143.648,59.055,165.288,206.572,85.04852139,96.71043942,105.7856287,65.17330519,90,,
Depth gradient,8,7,Pocilopora verrucosa,1,18/03/2020,48.92,47.264,69.84,29.672,197.523,146.693,225.508,220.554,63.15517687,82.16015761,78.97369495,34.30615632,100,,
Depth gradient,8,7,Pocilopora verrucosa,2,25/03/2020,27.85,25.265,46.133,12.137,126.334,81.708,155.507,141.923,56.2140833,78.84876634,75.64878108,21.8071419,100,,
Depth gradient,8,7,Pocilopora verrucosa,3,01/04/2020,33.63,32.035,54.981,13.909,138.967,88.97,171.914,156.005,61.70997431,91.81662358,81.55330572,22.73513669,100,,
Depth gradient,8,7,Pocilopora verrucosa,4,08/04/2020,70.99,60.804,96.225,56.01,132.654,89.238,160.629,148.157,136.4636573,173.7490755,152.7580636,96.40145251,100,,
Depth gradient,8,7,Pocilopora verrucosa,5,15/04/2020,73.612,50.053,103.608,67.157,100.925,57.847,131.392,113.693,185.9901907,220.6426435,201.0779956,150.6252364,100,,
Depth gradient,8,7,Pocilopora verrucosa,6,22/04/2020,94.605,61.858,123.862,98.095,116.568,67.83,143.959,137.932,206.9545244,232.5488722,219.4014268,181.3518618,100,,
Depth gradient,8,7,Pocilopora verrucosa,7,29/04/2020,91.048,65.217,127.26,80.671,100.071,64.583,134.963,100.472,232.0076746,257.5032903,240.4459,204.7446552,100,,
Depth gradient,8,7,Pocilopora verrucosa,8,06/05/2020,87.034,51.343,114.554,95.146,111.949,63.697,137.057,134.955,198.2480415,205.5428827,213.1322734,179.7801489,100,,
Depth gradient,8,7,Pocilopora verrucosa,9,13/05/2020,69.133,38.71,99.739,68.94,99.108,57.153,130.35,109.802,177.8758022,172.7127185,195.1165708,160.1036411,100,,
Depth gradient,8,7,Pocilopora verrucosa,10,03/06/2020,102.209,60.83,131.402,114.414,129.176,69.994,156.012,161.649,201.7657692,221.6139955,214.7752096,180.4871666,100,,
Depth gradient,8,7,Pocilopora verrucosa,11,17/06/2020,77.835,39.541,102.693,91.285,118.957,55.647,141.759,159.44,166.8495759,181.1949431,184.7270015,145.9964563,100,,
Depth gradient,8,7,Pocilopora verrucosa,12,15/07/2020,47.593,18.485,67.472,56.846,154.787,66.4,178.732,219.45,78.40590618,70.98908133,96.2634559,66.05481887,100,,
Depth gradient,8,8,Pocilopora verrucosa,1,18/03/2020,36.67,39.951,57.437,12.632,187.658,137.789,216,209.164,49.82921059,73.93554638,67.80756944,15.40016446,100,,
Depth gradient,8,8,Pocilopora verrucosa,2,25/03/2020,30.485,34.16,50.457,6.856,167.327,120.308,196.955,184.638,46.45798347,72.40416265,65.32728288,9.468690085,100,,
Depth gradient,8,8,Pocilopora verrucosa,3,01/04/2020,38.009,31.628,62.091,20.361,143.075,91.852,175.4,161.714,67.7427573,87.80581806,90.26912771,32.1064039,90,,
Depth gradient,8,8,Pocilopora verrucosa,4,08/04/2020,62.91,54.666,86.614,47.481,132.272,89.395,159.205,148.229,121.2807699,155.9352313,138.7303791,81.68209325,90,,
Depth gradient,8,8,Pocilopora verrucosa,5,15/04/2020,58.872,42.803,87.097,46.771,130.28,83.024,162.569,145.406,115.2315014,131.4651787,136.6172825,82.02278448,90,,
Depth gradient,8,8,Pocilopora verrucosa,6,22/04/2020,88.139,66.197,117.657,80.555,149.692,96.038,178.679,174.426,150.1445969,175.7662071,167.9130452,117.7664167,90,,
Depth gradient,8,8,Pocilopora verrucosa,7,29/04/2020,66.775,50.529,101.111,48.744,111.352,73.052,147.38,113.42,152.9171007,176.3797706,174.9443954,109.5901957,90,,
Depth gradient,8,8,Pocilopora verrucosa,8,06/05/2020,77.155,50.792,105.396,75.279,129.796,77.575,156.177,155.54,151.5803646,166.9604898,172.0866709,123.4161309,90,,
Depth gradient,8,8,Pocilopora verrucosa,9,13/05/2020,74.452,51.383,107.751,64.19,140.407,91.714,174.534,154.956,135.215908,142.8643937,157.4278078,105.6328893,90,,
Depth gradient,8,8,Pocilopora verrucosa,10,03/06/2020,61.215,43.249,87.995,52.447,135.528,72.208,162.699,171.67,115.1778599,152.732315,137.915568,77.90519602,90,,
Depth gradient,8,8,Pocilopora verrucosa,11,17/06/2020,79.22,44.969,104.753,87.957,154.378,87.539,179.459,196.021,130.854785,130.9941283,148.8474526,114.4215926,90,,
Depth gradient,8,8,Pocilopora verrucosa,12,15/07/2020,37.355,3.746,61.665,46.662,164.497,54.019,200.803,238.773,57.90698311,17.68322257,78.30846651,49.83314696,90,,
Depth gradient,9,1,Pocilopora verrucosa,1,18/03/2020,44.033,39.336,66.42,26.392,189.218,134.056,220.278,213.336,59.34115676,74.82455093,76.88965761,31.54629317,70,,
Depth gradient,9,1,Pocilopora verrucosa,2,25/03/2020,38.539,36.772,61.375,17.503,148.21,97.136,178.742,168.451,66.30757034,96.53331412,87.55986282,26.49592463,60,,
Depth gradient,9,1,Pocilopora verrucosa,3,01/04/2020,36.771,33.763,64.648,11.897,152.197,98.409,188.957,169.079,61.60834313,87.48757736,87.24334108,17.94270726,60,,
Depth gradient,9,1,Pocilopora verrucosa,4,08/04/2020,69.194,55.696,97.503,54.435,138.589,95.826,168.146,152.072,127.3150827,148.2111327,147.8671214,91.27863775,60,,
Depth gradient,9,1,Pocilopora verrucosa,5,15/04/2020,82.894,57.179,119.553,71.952,125.169,77.163,160.712,137.64,168.8754404,188.9590218,189.6934579,133.3025283,60,,
Depth gradient,9,1,Pocilopora verrucosa,6,22/04/2020,92.668,61.708,123.905,92.432,126.73,74.773,155.799,149.591,186.4620847,210.4441443,202.7983171,157.5640246,60,,
Depth gradient,9,1,Pocilopora verrucosa,7,29/04/2020,104.849,76.889,148.84,88.829,123.636,79.875,164.477,126.522,216.2516985,245.46723,230.7568839,179.0312752,60,,
Depth gradient,9,1,Pocilopora verrucosa,8,06/05/2020,94.678,60.389,126.433,97.226,133.425,81.36,161.832,157.102,180.9472737,189.2723083,199.2215075,157.812313,40,,
Depth gradient,9,1,Pocilopora verrucosa,9,13/05/2020,168.963,130.567,210.878,165.436,189.244,140.622,225.825,201.421,227.6720266,236.7665444,238.1219528,209.4428088,30,,
Depth gradient,9,1,Pocilopora verrucosa,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,9,1,Pocilopora verrucosa,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,9,1,Pocilopora verrucosa,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Depth gradient,9,2,Pocilopora verrucosa,1,18/03/2020,49.678,42.334,73.828,32.929,181.286,122.808,213.445,207.862,69.87792769,87.90282392,88.20136335,40.39648902,100,,
Depth gradient,9,2,Pocilopora verrucosa,2,25/03/2020,37.118,35.907,60.109,15.371,148.195,96.52,179.013,168.758,63.86915888,94.86412143,85.62392117,23.2261878,100,,
Depth gradient,9,2,Pocilopora verrucosa,3,01/04/2020,48.534,40.202,77.042,28.364,151.502,96.5,188.311,169.489,81.68981268,106.2332642,104.3258758,42.67427385,100,,
Depth gradient,9,2,Pocilopora verrucosa,4,08/04/2020,73.608,61.79,101.1,57.968,130.949,87.304,159.782,145.976,143.3385516,180.477985,161.3479616,101.2621253,90,,
Depth gradient,9,2,Pocilopora verrucosa,5,15/04/2020,80.585,53.52,114.891,73.336,113.6,67.064,148.264,125.536,180.890625,203.5011332,197.6016093,148.9666709,90,,
Depth gradient,9,2,Pocilopora verrucosa,6,22/04/2020,89.13,56.555,118.686,92.187,101.022,54.011,127.931,121.094,224.9821821,267.0108867,236.5722929,194.1275786,90,,
Depth gradient,9,2,Pocilopora verrucosa,7,29/04/2020,80.397,52.136,120.498,68.492,110.749,68.615,151.763,112.083,185.1144028,193.7576332,202.4669386,155.8261289,90,,
